,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,age_new,imt,player_positions_code,player_positions_category
10440,230226,https://sofifa.com/player/230226/charles-denis-de-breito-catarino/220002,Charles de Breito,Charles Dênis de Breito Catarino,CDM,69,69,850000,8000.0,33,1988-02-29,170,68,115530.0,Cuiabá,campeonato brasileiro série a,1.0,38,23.53,1,several
10441,230253,https://sofifa.com/player/230253/alan-jonathan-patricio-botelho/220002,Alson Botelho,Alan Jonathan Patrício Botelho,CDM,69,69,1500000,6000.0,21,2000-02-29,180,73,112472.0,RB Bragantino,campeonato brasileiro série a,1.0,26,22.53,0,one
10442,230314,https://sofifa.com/player/230314/miguel-kaique-acuna-mutto/220002,Kaíque Mutto,Miguel Kaíque Acuna Mutto,GK,69,69,950000,7000.0,29,1992-02-29,191,82,112472.0,RB Bragantino,campeonato brasileiro série a,1.0,34,22.48,0,one
10443,230334,https://sofifa.com/player/230334/jesse-jonas-ferdeira-farias/220002,Jessé Ferdeira,Jessé Jonas Ferdeira Farias,LB,69,69,1200000,8000.0,29,1992-02-29,181,80,112476.0,Associação Chapecoense de Futebol,campeonato brasileiro série a,1.0,34,24.42,0,one
10444,230356,https://sofifa.com/player/230356/ataulfo-heitor-anjos-rosan/220002,Ataúlfo Anjos,Ataúlfo Heitor Anjos Rosan,RB,69,69,1200000,8000.0,29,1992-02-29,186,76,112476.0,Associação Chapecoense de Futebol,campeonato brasileiro série a,1.0,34,21.97,0,one
10445,230376,https://sofifa.com/player/230376/bruno-luiz-fagundeiro-cardenas/220002,Bruno Fagundeiro,Bruno Luiz Fagundeiro Cardenas,CAM,69,69,1600000,6000.0,21,2000-02-29,169,69,115530.0,Cuiabá,campeonato brasileiro série a,1.0,26,24.16,1,several
10446,230376,https://sofifa.com/player/230376/bruno-luiz-fagundeiro-cardenas/220002,Bruno Fagundeiro,Bruno Luiz Fagundeiro Cardenas,CM,69,69,1600000,6000.0,21,2000-02-29,169,69,115530.0,Cuiabá,campeonato brasileiro série a,1.0,26,24.16,1,several
10447,230378,https://sofifa.com/player/230378/emidio-dener-hoffman-vaz/220002,Emidio Hoffman,Emidio Dener Hoffman Vaz,CB,69,69,1300000,7000.0,25,1996-02-29,188,79,112472.0,RB Bragantino,campeonato brasileiro série a,1.0,30,22.35,1,several
10448,230378,https://sofifa.com/player/230378/emidio-dener-hoffman-vaz/220002,Emidio Hoffman,Emidio Dener Hoffman Vaz,RB,69,69,1300000,7000.0,25,1996-02-29,188,79,112472.0,RB Bragantino,campeonato brasileiro série a,1.0,30,22.35,1,several
10449,230386,https://sofifa.com/player/230386/cesario-marco-pesso-limberg/220002,Césario Limberg,Césario Marco Pesso Limberg,CB,69,69,1300000,14000.0,25,1996-02-29,191,87,598.0,São Paulo,campeonato brasileiro série a,1.0,30,23.85,0,one
10450,230396,https://sofifa.com/player/230396/weilson-emilio-leal-cintra/220002,Weilson Leal,Weilson Emílio Leal Cintra,LM,69,69,875000,8000.0,33,1988-02-29,181,74,115530.0,Cuiabá,campeonato brasileiro série a,1.0,38,22.59,1,several
10451,230396,https://sofifa.com/player/230396/weilson-emilio-leal-cintra/220002,Weilson Leal,Weilson Emílio Leal Cintra,CAM,69,69,875000,8000.0,33,1988-02-29,181,74,115530.0,Cuiabá,campeonato brasileiro série a,1.0,38,22.59,1,several
10452,230439,https://sofifa.com/player/230439/roldao-tony-riso-cardenas/220002,Roldão Riso,Roldão Tony Riso Cardenas,CDM,69,69,1200000,13000.0,29,1992-02-29,177,78,1629.0,Grêmio,campeonato brasileiro série a,1.0,34,24.9,1,several
10453,230439,https://sofifa.com/player/230439/roldao-tony-riso-cardenas/220002,Roldão Riso,Roldão Tony Riso Cardenas,CB,69,69,1200000,13000.0,29,1992-02-29,177,78,1629.0,Grêmio,campeonato brasileiro série a,1.0,34,24.9,1,several
10454,230473,https://sofifa.com/player/230473/hedson-robson-porfirio-juliao/220002,Hedson Porfírio,Hedson Robson Porfírio Julião,LW,69,69,1500000,9000.0,25,1996-02-29,178,74,112476.0,Associação Chapecoense de Futebol,campeonato brasileiro série a,1.0,30,23.36,1,several
10455,230473,https://sofifa.com/player/230473/hedson-robson-porfirio-juliao/220002,Hedson Porfírio,Hedson Robson Porfírio Julião,LM,69,69,1500000,9000.0,25,1996-02-29,178,74,112476.0,Associação Chapecoense de Futebol,campeonato brasileiro série a,1.0,30,23.36,1,several
10456,230473,https://sofifa.com/player/230473/hedson-robson-porfirio-juliao/220002,Hedson Porfírio,Hedson Robson Porfírio Julião,CAM,69,69,1500000,9000.0,25,1996-02-29,178,74,112476.0,Associação Chapecoense de Futebol,campeonato brasileiro série a,1.0,30,23.36,1,several
10457,230489,https://sofifa.com/player/230489/diogo-nathan-peixe-barreto/220002,Diogildo Peixe,Diogo Nathan Peixe Barreto,CAM,69,69,1600000,5000.0,21,2000-02-29,181,71,112119.0,Atlético Clube Goianiense,campeonato brasileiro série a,1.0,26,21.67,1,several
10458,230489,https://sofifa.com/player/230489/diogo-nathan-peixe-barreto/220002,Diogildo Peixe,Diogo Nathan Peixe Barreto,ST,69,69,1600000,5000.0,21,2000-02-29,181,71,112119.0,Atlético Clube Goianiense,campeonato brasileiro série a,1.0,26,21.67,1,several
10459,230490,https://sofifa.com/player/230490/sandro-nelson-maceira-nascimento/220002,Sandro Maceira,Sandro Nelson Maceira Nascimento,CAM,69,69,1400000,8000.0,29,1992-02-29,178,74,1039.0,Club Athletico Paranaense,campeonato brasileiro série a,1.0,34,23.36,0,one
10460,230506,https://sofifa.com/player/230506/adao-denis-salvador-vidigal/220002,Adão Salvadaldo,Adão Dênis Salvador Vidigal,ST,69,72,1900000,8000.0,25,1996-02-29,174,69,1039.0,Club Athletico Paranaense,campeonato brasileiro série a,1.0,30,22.79,1,several
10461,230506,https://sofifa.com/player/230506/adao-denis-salvador-vidigal/220002,Adão Salvadaldo,Adão Dênis Salvador Vidigal,LW,69,72,1900000,8000.0,25,1996-02-29,174,69,1039.0,Club Athletico Paranaense,campeonato brasileiro série a,1.0,30,22.79,1,several
10462,230520,https://sofifa.com/player/230520/severino-pedro-santos-hermes/220002,Sevinho Santos,Severino Pedro Santos Hermes,ST,69,69,1700000,6000.0,21,2000-02-29,180,75,111052.0,Fortaleza,campeonato brasileiro série a,1.0,26,23.15,1,several
10463,230520,https://sofifa.com/player/230520/severino-pedro-santos-hermes/220002,Sevinho Santos,Severino Pedro Santos Hermes,CF,69,69,1700000,6000.0,21,2000-02-29,180,75,111052.0,Fortaleza,campeonato brasileiro série a,1.0,26,23.15,1,several
10464,230526,https://sofifa.com/player/230526/kaio-fabiano-figueiras-guerra/220002,Kaio Figueiras,Kaio Fabiano Figueiras Guerra,LB,69,69,1200000,7000.0,29,1992-02-29,177,71,1039.0,Club Athletico Paranaense,campeonato brasileiro série a,1.0,34,22.66,1,several
10465,230526,https://sofifa.com/player/230526/kaio-fabiano-figueiras-guerra/220002,Kaio Figueiras,Kaio Fabiano Figueiras Guerra,LM,69,69,1200000,7000.0,29,1992-02-29,177,71,1039.0,Club Athletico Paranaense,campeonato brasileiro série a,1.0,34,22.66,1,several
10466,230713,https://sofifa.com/player/230713/abdulelah-al-malki/220002,A. Al Malki,Abdulelah Saad Hameed Al-Malki,CM,69,72,1800000,17000.0,26,1994-10-11,174,70,607.0,Al Ittihad,saudi abdul l. jameel league,1.0,32,23.12,1,several
10467,230713,https://sofifa.com/player/230713/abdulelah-al-malki/220002,A. Al Malki,Abdulelah Saad Hameed Al-Malki,CDM,69,72,1800000,17000.0,26,1994-10-11,174,70,607.0,Al Ittihad,saudi abdul l. jameel league,1.0,32,23.12,1,several
10468,230747,https://sofifa.com/player/230747/lucas-taylor-maia-reis/220002,Lucas Taylor,Lucas Taylor Maia Reis,RB,69,72,1700000,600.0,26,1995-04-10,176,69,393.0,PAOK,greek super league,1.0,31,22.28,0,one
10469,230774,https://sofifa.com/player/230774/jake-clarke-salter/220002,J. Clarke-Salter,Jake Clarke-Salter,CB,69,76,2600000,30000.0,23,1997-09-22,188,70,1800.0,Coventry City,english league championship,2.0,29,19.81,0,one
10470,230817,https://sofifa.com/player/230817/jose-ndong-machin-dicombo/220002,José Machín,José Ndong Machín Dicombo,CM,69,74,2100000,2000.0,24,1996-08-14,184,74,111811.0,AC Monza,italian serie b,2.0,30,21.86,1,several
10471,230817,https://sofifa.com/player/230817/jose-ndong-machin-dicombo/220002,José Machín,José Ndong Machín Dicombo,CAM,69,74,2100000,2000.0,24,1996-08-14,184,74,111811.0,AC Monza,italian serie b,2.0,30,21.86,1,several
10472,230817,https://sofifa.com/player/230817/jose-ndong-machin-dicombo/220002,José Machín,José Ndong Machín Dicombo,CF,69,74,2100000,2000.0,24,1996-08-14,184,74,111811.0,AC Monza,italian serie b,2.0,30,21.86,1,several
10473,230824,https://sofifa.com/player/230824/pedro-miguel-lopes-pereira/220002,Pedro Pereira,Pedro Miguel Almeida Lopes Pereira,RM,69,77,3100000,2000.0,23,1998-01-22,185,72,111811.0,AC Monza,italian serie b,2.0,28,21.04,0,one
10474,230871,https://sofifa.com/player/230871/rodrigo-holgado/220002,R. Holgado,Rodrigo Julián Holgado,ST,69,72,1800000,9000.0,26,1995-06-28,178,85,101084.0,Gimnasia y Esgrima La Plata,argentina primera división,1.0,31,26.83,0,one
10475,230912,https://sofifa.com/player/230912/paolo-ghiglione/220002,P. Ghiglione,Paolo Ghiglione,RM,69,75,2200000,7000.0,24,1997-02-02,191,80,110556.0,Genoa,italian serie a,1.0,29,21.93,1,several
10476,230912,https://sofifa.com/player/230912/paolo-ghiglione/220002,P. Ghiglione,Paolo Ghiglione,RB,69,75,2200000,7000.0,24,1997-02-02,191,80,110556.0,Genoa,italian serie a,1.0,29,21.93,1,several
10477,230991,https://sofifa.com/player/230991/fabrice-jean-picault/220002,Fafà Picault,Fabrice-Jean Picault,LM,69,69,1300000,4000.0,30,1991-02-23,173,64,698.0,Houston Dynamo,usa major league soccer,1.0,35,21.38,1,several
10478,230991,https://sofifa.com/player/230991/fabrice-jean-picault/220002,Fafà Picault,Fabrice-Jean Picault,ST,69,69,1300000,4000.0,30,1991-02-23,173,64,698.0,Houston Dynamo,usa major league soccer,1.0,35,21.38,1,several
10479,230991,https://sofifa.com/player/230991/fabrice-jean-picault/220002,Fafà Picault,Fabrice-Jean Picault,RM,69,69,1300000,4000.0,30,1991-02-23,173,64,698.0,Houston Dynamo,usa major league soccer,1.0,35,21.38,1,several
10480,231110,https://sofifa.com/player/231110/patrick-erras/220002,P. Erras,Patrick Erras,CDM,69,72,1600000,11000.0,26,1995-01-21,196,87,576.0,Holstein Kiel,german 2. bundesliga,2.0,31,22.65,1,several
10481,231110,https://sofifa.com/player/231110/patrick-erras/220002,P. Erras,Patrick Erras,CB,69,72,1600000,11000.0,26,1995-01-21,196,87,576.0,Holstein Kiel,german 2. bundesliga,2.0,31,22.65,1,several
10482,231137,https://sofifa.com/player/231137/domen-crnigoj/220002,D. Črnigoj,Domen Črnigoj,RM,69,71,1700000,10000.0,25,1995-11-18,185,70,205.0,Venezia FC,italian serie a,1.0,31,20.45,1,several
10483,231137,https://sofifa.com/player/231137/domen-crnigoj/220002,D. Črnigoj,Domen Črnigoj,LM,69,71,1700000,10000.0,25,1995-11-18,185,70,205.0,Venezia FC,italian serie a,1.0,31,20.45,1,several
10484,231137,https://sofifa.com/player/231137/domen-crnigoj/220002,D. Črnigoj,Domen Črnigoj,RW,69,71,1700000,10000.0,25,1995-11-18,185,70,205.0,Venezia FC,italian serie a,1.0,31,20.45,1,several
10485,231301,https://sofifa.com/player/231301/erwin-saavedra/220002,E. Saavedra,Erwin Mario Saavedra Flores,RB,69,73,1800000,550.0,25,1996-02-22,173,66,110968.0,Club Bolívar,liga de fútbol profesional boliviano,1.0,30,22.05,1,several
10486,231301,https://sofifa.com/player/231301/erwin-saavedra/220002,E. Saavedra,Erwin Mario Saavedra Flores,CM,69,73,1800000,550.0,25,1996-02-22,173,66,110968.0,Club Bolívar,liga de fútbol profesional boliviano,1.0,30,22.05,1,several
10487,231301,https://sofifa.com/player/231301/erwin-saavedra/220002,E. Saavedra,Erwin Mario Saavedra Flores,CAM,69,73,1800000,550.0,25,1996-02-22,173,66,110968.0,Club Bolívar,liga de fútbol profesional boliviano,1.0,30,22.05,1,several
10488,231320,https://sofifa.com/player/231320/jose-maria-amo-torres/220002,José Amo,José María Amo Torres,CB,69,78,2900000,4000.0,23,1998-04-09,181,75,2023.0,SD Ponferradina,spanish segunda división,2.0,28,22.89,1,several
10489,231320,https://sofifa.com/player/231320/jose-maria-amo-torres/220002,José Amo,José María Amo Torres,CDM,69,78,2900000,4000.0,23,1998-04-09,181,75,2023.0,SD Ponferradina,spanish segunda división,2.0,28,22.89,1,several
10490,231413,https://sofifa.com/player/231413/michael-verrips/220002,M. Verrips,Michael Robin Verrips,GK,69,75,1800000,8000.0,24,1996-12-03,195,90,1794.0,Sheffield United,english league championship,2.0,30,23.67,0,one
10491,231428,https://sofifa.com/player/231428/filippo-bandinelli/220002,F. Bandinelli,Filippo Bandinelli,CM,69,72,1800000,20000.0,26,1995-03-29,180,74,1746.0,Empoli,italian serie a,1.0,31,22.84,0,one
10492,231489,https://sofifa.com/player/231489/aly-keita/220002,A. Keita,Aly Keita,GK,69,69,240000,2000.0,34,1986-12-08,185,75,113173.0,Östersunds FK,swedish allsvenskan,1.0,40,21.91,0,one
10493,231507,https://sofifa.com/player/231507/alexis-soto/220002,A. Soto,Alexis Nahuel Soto,LB,69,69,1300000,8000.0,27,1993-10-20,177,73,111710.0,Defensa y Justicia,argentina primera división,1.0,33,23.3,1,several
10494,231507,https://sofifa.com/player/231507/alexis-soto/220002,A. Soto,Alexis Nahuel Soto,CB,69,69,1300000,8000.0,27,1993-10-20,177,73,111710.0,Defensa y Justicia,argentina primera división,1.0,33,23.3,1,several
10495,231614,https://sofifa.com/player/231614/fabian-reese/220002,F. Reese,Fabian Reese,LW,69,74,2100000,11000.0,23,1997-11-29,187,80,576.0,Holstein Kiel,german 2. bundesliga,2.0,29,22.88,1,several
10496,231614,https://sofifa.com/player/231614/fabian-reese/220002,F. Reese,Fabian Reese,RW,69,74,2100000,11000.0,23,1997-11-29,187,80,576.0,Holstein Kiel,german 2. bundesliga,2.0,29,22.88,1,several
10497,231614,https://sofifa.com/player/231614/fabian-reese/220002,F. Reese,Fabian Reese,ST,69,74,2100000,11000.0,23,1997-11-29,187,80,576.0,Holstein Kiel,german 2. bundesliga,2.0,29,22.88,1,several
10498,231638,https://sofifa.com/player/231638/adalberto-penaranda/220002,A. Peñaranda,Adalberto Peñaranda Maestre,ST,69,74,2100000,22000.0,24,1997-05-31,185,83,472.0,Unión Deportiva Las Palmas,spanish segunda división,2.0,29,24.25,1,several
10499,231638,https://sofifa.com/player/231638/adalberto-penaranda/220002,A. Peñaranda,Adalberto Peñaranda Maestre,LM,69,74,2100000,22000.0,24,1997-05-31,185,83,472.0,Unión Deportiva Las Palmas,spanish segunda división,2.0,29,24.25,1,several
10500,231743,https://sofifa.com/player/231743/keinan-davis/220002,K. Davis,Keinan Davis,ST,69,75,2200000,25000.0,23,1998-02-13,191,75,2.0,Aston Villa,english premier league,1.0,28,20.56,0,one
10501,231823,https://sofifa.com/player/231823/justin-hoogma/220002,J. Hoogma,Justin Hoogma,CB,69,76,2600000,12000.0,23,1998-06-11,190,81,165.0,SpVgg Greuther Fürth,german 1. bundesliga,1.0,28,22.44,0,one
10502,231828,https://sofifa.com/player/231828/frederik-tingager/220002,F. Tingager,Frederik Beyer Tingager,CB,69,70,1300000,7000.0,28,1993-02-22,198,94,271.0,Aarhus GF,danish superliga,1.0,33,23.98,0,one
10503,231841,https://sofifa.com/player/231841/maxence-prevot/220002,M. Prévot,Maxence André Prévôt,GK,69,74,1700000,2000.0,24,1997-04-09,187,81,226.0,FC Sochaux-Montbéliard,french ligue 2,2.0,29,23.16,0,one
10504,231910,https://sofifa.com/player/231910/gun-hee-kim/220002,Kim Gun Hee,김건희 金健熙,ST,69,72,1800000,4000.0,26,1995-02-22,186,79,983.0,Suwon Samsung Bluewings,korean k league 1,1.0,31,22.84,1,several
10505,231910,https://sofifa.com/player/231910/gun-hee-kim/220002,Kim Gun Hee,김건희 金健熙,RW,69,72,1800000,4000.0,26,1995-02-22,186,79,983.0,Suwon Samsung Bluewings,korean k league 1,1.0,31,22.84,1,several
10506,232107,https://sofifa.com/player/232107/eric-oelschlagel/220002,E. Oelschlägel,Eric Dirk Oelschlägel,GK,69,74,1600000,6000.0,25,1995-09-20,193,85,1903.0,FC Utrecht,holland eredivisie,1.0,31,22.82,0,one
10507,232136,https://sofifa.com/player/232136/fernand-mayembo/220002,F. Mayembo,Fernand Mayembo,CB,69,73,1700000,4000.0,25,1996-01-09,184,88,1738.0,Le Havre AC,french ligue 2,2.0,30,25.99,0,one
10508,232162,https://sofifa.com/player/232162/steven-ugarkovic/220002,S. Ugarković,Steven Peter Ugarković,CDM,69,70,1500000,5000.0,26,1994-08-19,179,71,112427.0,Western Sydney Wanderers,australian hyundai a-league,1.0,32,22.16,1,several
10509,232162,https://sofifa.com/player/232162/steven-ugarkovic/220002,S. Ugarković,Steven Peter Ugarković,CM,69,70,1500000,5000.0,26,1994-08-19,179,71,112427.0,Western Sydney Wanderers,australian hyundai a-league,1.0,32,22.16,1,several
10510,232189,https://sofifa.com/player/232189/nicolas-ramirez/220002,N. Ramírez,Nicolás Enrique Ramírez Aguilera,CB,69,78,2900000,3000.0,24,1997-05-01,182,80,111327.0,CD Huachipato,chilian campeonato nacional,1.0,29,24.15,0,one
10511,232192,https://sofifa.com/player/232192/christopher-martins/220002,C. Martins,Christopher Martins Pereira,CDM,69,75,2000000,7000.0,24,1997-02-19,187,80,900.0,BSC Young Boys,swiss super league,1.0,29,22.88,1,several
10512,232192,https://sofifa.com/player/232192/christopher-martins/220002,C. Martins,Christopher Martins Pereira,CM,69,75,2000000,7000.0,24,1997-02-19,187,80,900.0,BSC Young Boys,swiss super league,1.0,29,22.88,1,several
10513,232195,https://sofifa.com/player/232195/juan-david-rios/220002,J. Ríos,Juan David Ríos Henao,CDM,69,69,1200000,1000.0,29,1991-10-07,173,67,111722.0,Club Deportes Tolima,colombian liga postobón,1.0,35,22.39,1,several
10514,232195,https://sofifa.com/player/232195/juan-david-rios/220002,J. Ríos,Juan David Ríos Henao,CM,69,69,1200000,1000.0,29,1991-10-07,173,67,111722.0,Club Deportes Tolima,colombian liga postobón,1.0,35,22.39,1,several
10515,232228,https://sofifa.com/player/232228/daniel-da-silva-dos-anjos/220002,Daniel dos Anjos,Daniel Da Silva dos Anjos,ST,69,74,2100000,4000.0,25,1996-01-21,183,73,112516.0,CD Tondela,portuguese liga zon sagres,1.0,30,21.8,0,one
10516,232452,https://sofifa.com/player/232452/koji-hachisuka/220002,K. Hachisuka,蜂須賀 孝治,RB,69,69,1200000,3000.0,30,1990-07-20,180,76,112836.0,Vegalta Sendai,japanese j. league division 1,1.0,36,23.46,1,several
10517,232452,https://sofifa.com/player/232452/koji-hachisuka/220002,K. Hachisuka,蜂須賀 孝治,RM,69,69,1200000,3000.0,30,1990-07-20,180,76,112836.0,Vegalta Sendai,japanese j. league division 1,1.0,36,23.46,1,several
10518,232452,https://sofifa.com/player/232452/koji-hachisuka/220002,K. Hachisuka,蜂須賀 孝治,LB,69,69,1200000,3000.0,30,1990-07-20,180,76,112836.0,Vegalta Sendai,japanese j. league division 1,1.0,36,23.46,1,several
10519,232462,https://sofifa.com/player/232462/hiroaki-okuno/220002,H. Okuno,奥埜 博亮,CM,69,69,1100000,5000.0,31,1989-08-14,171,68,101148.0,Cerezo Osaka,japanese j. league division 1,1.0,37,23.26,1,several
10520,232462,https://sofifa.com/player/232462/hiroaki-okuno/220002,H. Okuno,奥埜 博亮,CF,69,69,1100000,5000.0,31,1989-08-14,171,68,101148.0,Cerezo Osaka,japanese j. league division 1,1.0,37,23.26,1,several
10521,232462,https://sofifa.com/player/232462/hiroaki-okuno/220002,H. Okuno,奥埜 博亮,ST,69,69,1100000,5000.0,31,1989-08-14,171,68,101148.0,Cerezo Osaka,japanese j. league division 1,1.0,37,23.26,1,several
10522,232623,https://sofifa.com/player/232623/yosuke-ideguchi/220002,Y. Ideguchi,井手 口陽介,CM,69,73,2000000,6000.0,24,1996-08-23,171,71,112093.0,Gamba Osaka,japanese j. league division 1,1.0,30,24.28,1,several
10523,232623,https://sofifa.com/player/232623/yosuke-ideguchi/220002,Y. Ideguchi,井手 口陽介,CDM,69,73,2000000,6000.0,24,1996-08-23,171,71,112093.0,Gamba Osaka,japanese j. league division 1,1.0,30,24.28,1,several
10524,232626,https://sofifa.com/player/232626/jae-suk-oh/220002,Oh Jae Suk,오재석 吴宰硕,RB,69,69,1000000,3000.0,31,1990-01-04,176,73,110765.0,Incheon United FC,korean k league 1,1.0,36,23.57,1,several
10525,232626,https://sofifa.com/player/232626/jae-suk-oh/220002,Oh Jae Suk,오재석 吴宰硕,LB,69,69,1000000,3000.0,31,1990-01-04,176,73,110765.0,Incheon United FC,korean k league 1,1.0,36,23.57,1,several
10526,232699,https://sofifa.com/player/232699/lautaro-comas/220002,L. Comas,Lautaro Nicolás Comas,LM,69,70,1600000,8000.0,26,1995-01-15,172,70,110581.0,Patronato,argentina primera división,1.0,31,23.66,1,several
10527,232699,https://sofifa.com/player/232699/lautaro-comas/220002,L. Comas,Lautaro Nicolás Comas,RW,69,70,1600000,8000.0,26,1995-01-15,172,70,110581.0,Patronato,argentina primera división,1.0,31,23.66,1,several
10528,232699,https://sofifa.com/player/232699/lautaro-comas/220002,L. Comas,Lautaro Nicolás Comas,RM,69,70,1600000,8000.0,26,1995-01-15,172,70,110581.0,Patronato,argentina primera división,1.0,31,23.66,1,several
10529,232711,https://sofifa.com/player/232711/jens-stage/220002,J. Stage,Jens Dalsgaard Stage,CM,69,73,2000000,9000.0,24,1996-11-08,185,83,819.0,F.C. København,danish superliga,1.0,30,24.25,0,one
10530,232713,https://sofifa.com/player/232713/daniel-sappa/220002,D. Sappa,Claudio Daniel Sappa,GK,69,74,1600000,5000.0,26,1995-02-09,193,90,110394.0,Arsenal de Sarandí,argentina primera división,1.0,31,24.16,0,one
10531,232728,https://sofifa.com/player/232728/yutaka-yoshida/220002,Y. Yoshida,吉田 豐,LB,69,69,1000000,3000.0,31,1990-02-17,167,72,112092.0,Nagoya Grampus,japanese j. league division 1,1.0,36,25.82,1,several
10532,232728,https://sofifa.com/player/232728/yutaka-yoshida/220002,Y. Yoshida,吉田 豐,RB,69,69,1000000,3000.0,31,1990-02-17,167,72,112092.0,Nagoya Grampus,japanese j. league division 1,1.0,36,25.82,1,several
10533,232770,https://sofifa.com/player/232770/santiago-colombatto/220002,S. Colombatto,Santiago Colombatto,CM,69,74,2100000,10000.0,24,1997-01-17,179,71,110781.0,Club León,mexican liga mx,1.0,29,22.16,1,several
10534,232770,https://sofifa.com/player/232770/santiago-colombatto/220002,S. Colombatto,Santiago Colombatto,CDM,69,74,2100000,10000.0,24,1997-01-17,179,71,110781.0,Club León,mexican liga mx,1.0,29,22.16,1,several
10535,232786,https://sofifa.com/player/232786/keita-endo/220002,K. Endo,遠藤 渓太,LM,69,74,2100000,12000.0,23,1997-11-22,175,66,1831.0,1. FC Union Berlin,german 1. bundesliga,1.0,29,21.55,1,several
10536,232786,https://sofifa.com/player/232786/keita-endo/220002,K. Endo,遠藤 渓太,LW,69,74,2100000,12000.0,23,1997-11-22,175,66,1831.0,1. FC Union Berlin,german 1. bundesliga,1.0,29,21.55,1,several
10537,232823,https://sofifa.com/player/232823/hayao-kawabe/220002,H. Kawabe,川邉 骏,CM,69,72,1800000,7000.0,25,1995-09-08,178,70,322.0,Grasshopper Club Zürich,swiss super league,1.0,31,22.09,1,several
10538,232823,https://sofifa.com/player/232823/hayao-kawabe/220002,H. Kawabe,川邉 骏,CDM,69,72,1800000,7000.0,25,1995-09-08,178,70,322.0,Grasshopper Club Zürich,swiss super league,1.0,31,22.09,1,several
10539,232826,https://sofifa.com/player/232826/francis-mac-allister/220002,F. Mac Allister,Francis Manuel Mac Allister,CDM,69,74,1900000,7000.0,25,1995-10-30,176,71,112670.0,Club Atlético Talleres,argentina primera división,1.0,31,22.92,1,several
10540,232826,https://sofifa.com/player/232826/francis-mac-allister/220002,F. Mac Allister,Francis Manuel Mac Allister,CM,69,74,1900000,7000.0,25,1995-10-30,176,71,112670.0,Club Atlético Talleres,argentina primera división,1.0,31,22.92,1,several
10541,232832,https://sofifa.com/player/232832/luciano-gomez/220002,L. Gómez,Luciano Luis Rómulo Gómez,RB,69,74,1900000,7000.0,25,1996-03-22,163,66,111019.0,Argentinos Juniors,argentina primera división,1.0,30,24.84,1,several
10542,232832,https://sofifa.com/player/232832/luciano-gomez/220002,L. Gómez,Luciano Luis Rómulo Gómez,CM,69,74,1900000,7000.0,25,1996-03-22,163,66,111019.0,Argentinos Juniors,argentina primera división,1.0,30,24.84,1,several
10543,232832,https://sofifa.com/player/232832/luciano-gomez/220002,L. Gómez,Luciano Luis Rómulo Gómez,RM,69,74,1900000,7000.0,25,1996-03-22,163,66,111019.0,Argentinos Juniors,argentina primera división,1.0,30,24.84,1,several
10544,232839,https://sofifa.com/player/232839/miro-muheim/220002,M. Muheim,Miro Max Maria Muheim,LB,69,76,2700000,5000.0,23,1998-03-24,182,77,28.0,Hamburger SV,german 2. bundesliga,2.0,28,23.25,1,several
10545,232839,https://sofifa.com/player/232839/miro-muheim/220002,M. Muheim,Miro Max Maria Muheim,LM,69,76,2700000,5000.0,23,1998-03-24,182,77,28.0,Hamburger SV,german 2. bundesliga,2.0,28,23.25,1,several
10546,232849,https://sofifa.com/player/232849/ryoya-ogawa/220002,R. Ogawa,小川 諒也,LB,69,74,2000000,5000.0,24,1996-11-24,183,78,101150.0,FC Tokyo,japanese j. league division 1,1.0,30,23.29,1,several
10547,232849,https://sofifa.com/player/232849/ryoya-ogawa/220002,R. Ogawa,小川 諒也,RB,69,74,2000000,5000.0,24,1996-11-24,183,78,101150.0,FC Tokyo,japanese j. league division 1,1.0,30,23.29,1,several
10548,232852,https://sofifa.com/player/232852/takuji-yonemoto/220002,T. Yonemoto,米本 拓司,CDM,69,69,1200000,3000.0,30,1990-12-03,177,70,112092.0,Nagoya Grampus,japanese j. league division 1,1.0,36,22.34,1,several
10549,232852,https://sofifa.com/player/232852/takuji-yonemoto/220002,T. Yonemoto,米本 拓司,CM,69,69,1200000,3000.0,30,1990-12-03,177,70,112092.0,Nagoya Grampus,japanese j. league division 1,1.0,36,22.34,1,several
10550,232861,https://sofifa.com/player/232861/kota-mizunuma/220002,K. Mizunuma,水沼 宏太,RM,69,69,1200000,7000.0,31,1990-02-22,176,72,101151.0,Yokohama F. Marinos,japanese j. league division 1,1.0,36,23.24,0,one
10551,232879,https://sofifa.com/player/232879/ryota-nagaki/220002,R. Nagaki,永木 亮太,CDM,69,69,700000,5000.0,33,1988-06-04,173,72,101147.0,Kashima Antlers,japanese j. league division 1,1.0,38,24.06,1,several
10552,232879,https://sofifa.com/player/232879/ryota-nagaki/220002,R. Nagaki,永木 亮太,CM,69,69,700000,5000.0,33,1988-06-04,173,72,101147.0,Kashima Antlers,japanese j. league division 1,1.0,38,24.06,1,several
10553,232879,https://sofifa.com/player/232879/ryota-nagaki/220002,R. Nagaki,永木 亮太,RB,69,69,700000,5000.0,33,1988-06-04,173,72,101147.0,Kashima Antlers,japanese j. league division 1,1.0,38,24.06,1,several
